"ent_id","definition","label","parent","level","related","level_1","level_2","level_3","level_4","level_5","level_6","level_7","level_8","level_9","level_10"
generative adversarial network,"A generative adversarial network is a class of artificial intelligence algorithms used in unsupervised machine learning, implementing two neural networks contesting with each other in a zero-sum game framework to generate new, synthetic instances of data that can pass for real data.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,generative adversarial network,"",""
StyleGAN,StyleGAN is a type of generative adversarial network that leverages a style-based generator architecture for the generation of artificial images with controllable and high-quality attributes.,ANALYSIS_METHOD,generative adversarial network,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,generative adversarial network,StyleGAN,""
deep belief network,"A deep belief network is a generative graphical model, composed of multiple layers of hidden units, which uses a contrastive divergence algorithm to train its layers in an unsupervised manner, thereby enabling the system to generate new data that is similar to the input data.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,deep belief network,"",""
restricted boltzmann machine,"A Restricted Boltzmann Machine is a generative stochastic artificial neural network that can learn a probability distribution over its set of inputs, typically used for dimensionality reduction, classification, regression, collaborative filtering, feature learning, and topic modelling in the field of deep learning.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,restricted boltzmann machine,"",""
long short memory network,"A Long Short-Term Memory Network (LSTM) is a type of recurrent neural network designed to recognize patterns over time by selectively remembering or forgetting information, thus enabling it to handle long sequences of data with varying time steps.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,long short memory network,"",""
residual neural network,"A residual neural network is a type of artificial neural network that utilizes skip connections or shortcuts to jump over some layers, which helps in solving the problem of vanishing gradients during deep learning model training.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,residual neural network,"",""
graph neural network,"A graph neural network is a type of deep learning model that is designed to process data structured as graphs by propagating and transforming feature information between connected nodes, thereby capturing complex patterns within the graph structure.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,graph neural network,"",""
transformer model,"A transformer model is a type of deep learning architecture that utilizes self-attention mechanisms to understand the context and relationships between elements in a sequence, thereby enhancing the performance of tasks such as machine translation, text generation, and sentiment analysis.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,"",""
language model,A language model is a type of transformer model that statistically or probabilistically predicts the likelihood of a sequence of words appearing in a given language.,ANALYSIS_METHOD,transformer model,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,""
large language model,A large language model is a type of language model that utilizes extensive computational resources and vast amounts of data to generate more accurate predictions of linguistic patterns and structures.,ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,large language model
pre-trained language model,"A pre-trained language model is a type of language model that has been previously trained on a large corpus of text, allowing it to generate human-like text based on the learned patterns and structures.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,pre-trained language model
BERT,"BERT is a method of pre-training language representations that obtains context-sensitive embeddings by training on a large corpus of text in a bidirectional manner, thereby enabling the model to understand the context of a word based on all of its surroundings (left and right of the word).",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,BERT
ELMo,"ELMo, an acronym for Embeddings from Language Models, is a deep contextualized word representation that models both complex characteristics of word use and how these uses vary across linguistic contexts, thereby capturing syntactic and semantic information for improved natural language processing tasks.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,ELMo
ULMFit,ULMFit is a transfer learning method that fine-tunes a pre-trained language model to adapt to the idiosyncrasies of the target task's data.,ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,ULMFit
RoBERTa,"RoBERTa is a robustly optimized transformer-based language model that utilizes more data, longer training times, and dynamic masking of input data to improve upon the performance of its predecessor, BERT.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,RoBERTa
XLNet,"XLNet is a generalized autoregressive pretraining method for natural language processing that outperforms BERT on 20 tasks, often by a large margin, and achieves state-of-the-art results on 18 tasks.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,XLNet
DistilBERT,"DistilBERT is a smaller, faster, and lighter version of the BERT language model that retains most of its key features and performance, achieved through a process called distillation, which simplifies and compresses the original model.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,DistilBERT
StructBERT,StructBERT is a language model that incorporates sentence-level and token-level objectives to better understand and represent the structure of language by pre-training on a large corpus of text.,ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,StructBERT
DeBERTa,"DeBERTa, an acronym for Decoding-enhanced BERT with disentangled attention, is a language model that improves the BERT and RoBERTa models by disentangling the inter-sentence and intra-sentence attention and enhancing the mask decoder with a disentangled positional encoding scheme.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,DeBERTa
SciBERT,"SciBERT is a variant of the BERT language model that has been pre-trained on a large corpus of scientific text, enabling enhanced performance in tasks related to scientific literature.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,SciBERT
UniLM,"UniLM is a specific type of language model that utilizes a unified pre-training approach for natural language understanding and generation tasks, enabling bidirectional, unidirectional (left-to-right or right-to-left), and sequence-to-sequence prediction capabilities.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,UniLM
Text-to-Text Transfer Transformer,"A Text-to-Text Transfer Transformer is a language model that utilizes a transformer architecture to convert input text into output text, enabling a wide range of natural language processing tasks such as translation, summarization, and question answering.",ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,Text-to-Text Transfer Transformer
generative pre-trained transformer,A generative pre-trained transformer is a type of language model that utilizes machine learning techniques to generate human-like text by pre-training on a large corpus of text and then fine-tuning for specific tasks.,ANALYSIS_METHOD,language model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,generative pre-trained transformer
generative pre-trained transformer 2,"Generative Pre-trained Transformer 2 (GPT-2) is an advanced version of the original GPT model, utilizing machine learning techniques to improve text generation by predicting the next word in a given sequence of words, based on the context provided by the preceding words.",ANALYSIS_METHOD,generative pre-trained transformer,11.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,generative pre-trained transformer
generative pre-trained transformer 3,"Generative Pre-trained Transformer 3 is an advanced version of the generative pre-trained transformer model that utilizes machine learning techniques for natural language processing tasks, characterized by its ability to generate human-like text based on a given input.",ANALYSIS_METHOD,generative pre-trained transformer,11.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,generative pre-trained transformer
chatGPT,"ChatGPT is a variant of the generative pre-trained transformer model specifically designed for generating human-like text based on the input it receives, often used in conversational AI applications.",ANALYSIS_METHOD,generative pre-trained transformer,11.0,chatbot,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,generative pre-trained transformer
InstructGPT,"InstructGPT is a variant of the generative pre-trained transformer model that is specifically designed to follow instructions given in a prompt, thereby enhancing its ability to generate contextually relevant and accurate responses.",ANALYSIS_METHOD,generative pre-trained transformer,11.0,chatbot,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,language model,generative pre-trained transformer
text-to-image model,A text-to-image model is a type of transformer model that utilizes machine learning algorithms to generate a visual representation or image from a given textual input.,ANALYSIS_METHOD,transformer model,9.0,generative AI,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-image model,""
DALL-E,"DALL-E is an advanced analysis method that utilizes artificial intelligence to generate images from textual descriptions, representing a significant evolution in the text-to-image model field.",ANALYSIS_METHOD,text-to-image model,10.0,generative AI,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-image model,DALL-E
DALL-E 2,"DALL-E 2 is an advanced analysis method that builds upon the foundational principles of DALL-E, incorporating enhanced algorithms and techniques for more sophisticated data interpretation and processing.",ANALYSIS_METHOD,DALL-E,11.0,generative AI,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-image model,DALL-E
Midjourney,Midjourney refers to the analytical process within a text-to-image model that evaluates and interprets the intermediate stages of data transformation from textual input to visual output.,ANALYSIS_METHOD,text-to-image model,10.0,generative AI,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-image model,Midjourney
Stable Diffusion,"Stable Diffusion refers to the systematic process of analyzing the propagation of information or attributes within a text-to-image model, ensuring consistent and reliable distribution over time.",ANALYSIS_METHOD,text-to-image model,10.0,generative AI,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-image model,Stable Diffusion
text-to-3d model,A text-to-3d model is a computational analysis method within the transformer model framework that converts textual descriptions into corresponding three-dimensional geometric representations.,ANALYSIS_METHOD,transformer model,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-3d model,""
DreamFusion,"DreamFusion is a method of analysis that involves the conversion of textual data into three-dimensional models, facilitating a more comprehensive and immersive understanding of the information.",ANALYSIS_METHOD,text-to-3d model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-3d model,DreamFusion
GET3D,GET3D is a specific analysis method that facilitates the conversion of textual data into three-dimensional models.,ANALYSIS_METHOD,text-to-3d model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-3d model,GET3D
EG3D,EG3D is a specific analysis method that converts textual data into three-dimensional models for detailed examination and interpretation.,ANALYSIS_METHOD,text-to-3d model,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,transformer model,text-to-3d model,EG3D
word embedding,"Word embedding is a technique in deep learning where words or phrases from the vocabulary are mapped to vectors of real numbers, capturing the semantic relationships between words based on their contextual usage.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,word embedding,"",""
word2vec,"Word2vec is a two-layer neural net model designed to process text by converting words into vectors, capturing semantic relationships and context, thereby serving as a powerful tool in the field of natural language processing.",ANALYSIS_METHOD,word embedding,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,word embedding,word2vec,""
GloVe,"GloVe, an acronym for Global Vectors, is an unsupervised learning algorithm for obtaining vector representations for words by aggregating global word-word co-occurrence statistics from a corpus.",ANALYSIS_METHOD,word embedding,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,word embedding,GloVe,""
fastText,"FastText is a library for efficient learning of word representations and sentence classification that treats each word as a bag of character n-grams, allowing it to capture the morphological structure of words and produce more accurate embeddings compared to traditional methods.",ANALYSIS_METHOD,word embedding,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,word embedding,fastText,""
doc2vec,"Doc2Vec is an unsupervised algorithm that generates vector representations of variable-length pieces of texts, such as sentences, paragraphs, or entire documents, by predicting a target word based on its context words and the specific document in which it appears, thereby extending the concept of Word2Vec.",ANALYSIS_METHOD,word embedding,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,word embedding,doc2vec,""
deep learning tool,"A deep learning tool is a specialized software or algorithm designed to facilitate the process of training and implementing deep learning models, which are a subset of machine learning models that utilize artificial neural networks with multiple layers.",ANALYSIS_METHOD,deep learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,deep learning tool,"",""
TensorFlow,"TensorFlow is an open-source software library developed by Google Brain Team, primarily used for dataflow and differentiable programming across a range of tasks, which serves as a comprehensive ecosystem of tools, libraries, and community resources that facilitates researchers and developers to build and deploy machine learning models.",ANALYSIS_METHOD,deep learning tool,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,deep learning tool,TensorFlow,""
Keras,"Keras is a high-level neural networks API, written in Python and capable of running on top of TensorFlow, CNTK, or Theano, designed to enable fast experimentation with deep neural networks.",ANALYSIS_METHOD,deep learning tool,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,deep learning tool,Keras,""
PyTorch,"PyTorch is an open-source machine learning library based on the Torch library, used for applications such as computer vision and natural language processing, primarily developed by Facebook's artificial-intelligence research group.",ANALYSIS_METHOD,deep learning tool,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,deep learning tool,PyTorch,""
MXNet,MXNet is a scalable and flexible deep learning tool that facilitates the development and deployment of machine learning models through its efficient computation of multi-dimensional arrays.,ANALYSIS_METHOD,deep learning tool,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,deep learning,deep learning tool,MXNet,""
supervised learning,Supervised learning is a machine learning method where a model is trained using labeled data to make predictions or decisions without being explicitly programmed to perform the task.,ANALYSIS_METHOD,machine learning method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,"","",""
classification method,A classification method refers to a procedure in supervised learning that involves training a model to predict or categorize discrete class labels based on input data.,ANALYSIS_METHOD,supervised learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,"",""
binary classification,Binary classification is a type of classification method where the output is a discrete value representing one of two classes.,ANALYSIS_METHOD,classification method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,binary classification,""
support vector machine,"A support vector machine is a supervised learning model that uses a set of training examples, each marked as belonging to one of two categories, and builds a model that assigns new examples into one category or the other, making it a non-probabilistic binary linear classifier.",ANALYSIS_METHOD,classification method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,support vector machine,""
k-nearest neighbor,"K-nearest neighbor is a non-parametric, lazy learning algorithm that classifies an object based on the majority class of its 'k' closest instances in the feature space.",ANALYSIS_METHOD,classification method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,k-nearest neighbor,""
naïve bayes,Naïve Bayes is a probabilistic classification method based on applying Bayes' theorem with strong independence assumptions between the features.,ANALYSIS_METHOD,classification method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,naïve bayes,""
artificial neural network,"An artificial neural network is a computational model inspired by the human brain's interconnected neurons, used for predicting outcomes and making decisions based on input data by processing information through interconnected layers of artificial neurons or nodes.",ANALYSIS_METHOD,classification method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,artificial neural network,""
decision tree classification,"Decision tree classification is a predictive modeling approach used in machine learning that utilizes a tree-like model of decisions and their possible consequences, including chance event outcomes, resource costs, and utility, to solve complex problems.",ANALYSIS_METHOD,classification method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,decision tree classification,""
meta learning,"Meta learning is a classification method that involves the process of learning how to learn, where algorithms are designed to gain knowledge or skills from their experience and apply this to new but similar tasks.",ANALYSIS_METHOD,classification method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,""
meta-genetic programming,"Meta-genetic programming is a method of analysis that involves the application of genetic programming techniques to evolve a population of computer programs, with the aim of optimizing a high-level problem-solving strategy rather than solving a specific problem.",ANALYSIS_METHOD,meta learning,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,meta-genetic programming
fully self-referential learner,"A fully self-referential learner is a meta-learning algorithm that has the capability to learn and improve its own learning process by analyzing and adapting its own structure, parameters, and performance.",ANALYSIS_METHOD,meta learning,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,fully self-referential learner
ensemble learning,Ensemble learning is a meta-learning analysis method that combines multiple learning algorithms to obtain better predictive performance than could be obtained from any of the constituent learning algorithms alone.,ANALYSIS_METHOD,meta learning,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
bagging method,"The bagging method is a statistical technique in ensemble learning that improves the stability and accuracy of machine learning algorithms by generating multiple subsets of the original data, training a separate model for each subset, and then combining the results.",ANALYSIS_METHOD,ensemble learning,11.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
random forest classification,Random forest classification is an ensemble learning method that operates by constructing a multitude of decision trees at training time and outputting the class that is the mode of the classes of the individual trees.,ANALYSIS_METHOD,bagging method,12.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
boosting method,"A boosting method is a machine learning technique that iteratively combines a set of weak classifiers to create a strong classifier, with the aim of reducing bias and variance in the model.",ANALYSIS_METHOD,ensemble learning,11.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
gradient boosting,"Gradient boosting is a machine learning technique that produces a prediction model in the form of an ensemble of weak prediction models, typically decision trees, by optimizing a loss function via the method of steepest descent.",ANALYSIS_METHOD,boosting method,12.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
XGBoost,"XGBoost, an acronym for Extreme Gradient Boosting, is a scalable and efficient implementation of the gradient boosting framework that utilizes a more regularized model formalization to control over-fitting, thereby enhancing its performance.",ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
BrownBoost,BrownBoost is a variant of gradient boosting algorithm that is specifically designed to handle hard-to-classify instances by dynamically adjusting the misclassification costs.,ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
RCBoost,RCBoost is a specific variant of gradient boosting that incorporates regularization and boosting techniques to improve the accuracy and robustness of predictive modeling.,ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
ECBoost,ECBoost is a specific method of gradient boosting that utilizes evolutionary computation techniques to optimize the performance of the boosting process.,ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
RCECBoost,RCECBoost is a specific variant of gradient boosting that employs a robust cost-sensitive error-correcting output codes framework to enhance the performance of ensemble learning algorithms.,ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
cascading classifier,"A cascading classifier is a sequential ensemble learning technique in gradient boosting that applies multiple stages of classifiers, where each subsequent classifier is trained to correct the prediction errors of the preceding stage.",ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
LogitBoost,LogitBoost is a gradient boosting algorithm that applies logistic regression to the output of the previous weak learners in order to minimize the exponential loss function.,ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
LPBoost,"LPBoost, an abbreviation for Linear Programming Boosting, is a machine learning algorithm that combines weak classifiers into a strong one using linear programming and boosting techniques, which is a specific type of gradient boosting method.",ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
LightGBM,"LightGBM is a high-performance, gradient boosting framework that uses tree-based learning algorithms and is designed to be distributed and efficient with the advantage of speed and accuracy.",ANALYSIS_METHOD,gradient boosting,13.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
AdaBoost,"AdaBoost, an acronym for Adaptive Boosting, is a machine learning meta-algorithm formulated by Yoav Freund and Robert Schapire that improves the performance of a weak learning algorithm by combining multiple weak classifiers into a weighted sum that represents the final output of the boosted classifier.",ANALYSIS_METHOD,boosting method,12.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
stacking ensemble,"A stacking ensemble is a machine learning concept where multiple predictive models are trained to solve the same problem and combined to get better results, with the aim of decreasing variance, improving predictions, and increasing stability.",ANALYSIS_METHOD,ensemble learning,11.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
voting ensemble,"A voting ensemble is a machine learning model that aggregates predictions from multiple other models, often referred to as base models, to make a final prediction based on majority voting or weighted voting.",ANALYSIS_METHOD,ensemble learning,11.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,supervised learning,classification method,meta learning,ensemble learning
unsupervised learning,"Unsupervised learning is a machine learning method where a model is trained on data without any prior labeling or classification, allowing the model to identify patterns and relationships within the data on its own.",ANALYSIS_METHOD,machine learning method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,"","",""
cluster analysis,"Cluster analysis is a statistical procedure that involves the classification of objects into different groups, or more precisely, the partitioning of a data set into subsets (clusters), so that the data in each subset share some common trait - often proximity according to some defined distance measure.",ANALYSIS_METHOD,unsupervised learning,8.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,"",""
partitional clustering,Partitional clustering is a method of cluster analysis that partitions the data set into non-overlapping subsets or clusters where each data point belongs to exactly one subset.,ANALYSIS_METHOD,cluster analysis,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,""
k-means clustering,"K-means clustering is a partitional clustering analysis method that partitions an n-dimensional dataset into k non-overlapping subsets (clusters) by minimizing the within-cluster sum of squares, essentially grouping similar data points together based on their distance from the centroid of that particular cluster.",ANALYSIS_METHOD,partitional clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,k-means clustering
k-medoids clustering,"K-medoids clustering is a partitional clustering method that partitions the data into k non-overlapping subsets or clusters using representative objects, known as medoids, to minimize the sum of the dissimilarities between each object and its corresponding medoid.",ANALYSIS_METHOD,partitional clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,k-medoids clustering
k-medians clustering,K-medians clustering is a partitional clustering analysis method that partitions n observations into k clusters in which each observation belongs to the cluster with the nearest median.,ANALYSIS_METHOD,partitional clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,k-medians clustering
quality threshold clustering,"Quality threshold clustering is a partitional clustering method that groups data objects into clusters based on a predefined quality criterion and a threshold value, such that the dissimilarity between any two data objects within a cluster does not exceed this threshold.",ANALYSIS_METHOD,partitional clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,quality threshold clustering
expectation maximization clustering,"Expectation Maximization Clustering is a partitional clustering analysis method that uses iterative optimization techniques to estimate the maximum likelihood of parameters in statistical models, which assigns data points to clusters in a way that maximizes the expectation of the log-likelihood.",ANALYSIS_METHOD,partitional clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,expectation maximization clustering
mean shift clusting,"Mean shift clustering is a non-parametric, iterative procedure that uses a sliding-window approach to partition data into groups based on the density of data points in the feature space, shifting the center of each cluster towards the densest region until convergence.",ANALYSIS_METHOD,partitional clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,mean shift clusting
locality sensitive hashing based clustering,Locality sensitive hashing based clustering is a partitional clustering method that utilizes the locality sensitive hashing technique to group similar data points into clusters based on their proximity in the hash space.,ANALYSIS_METHOD,partitional clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,locality sensitive hashing based clustering
k-way spectral clustering,K-way spectral clustering is a partitional clustering method that partitions a given dataset into k clusters based on the spectral (eigenvalue) properties of similarity matrices derived from the data.,ANALYSIS_METHOD,partitional clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,partitional clustering,k-way spectral clustering
distribution-based clustering,Distribution-based clustering is a method of cluster analysis that groups data objects based on the probability that they belong to the same distribution or statistical model.,ANALYSIS_METHOD,cluster analysis,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,distribution-based clustering,""
grid-based clustering,Grid-based clustering is a method of cluster analysis that partitions the data space into a finite number of cells forming a grid structure and then performs all clustering operations on these formed grids instead of data points.,ANALYSIS_METHOD,cluster analysis,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,grid-based clustering,""
hierarchical clustering,"Hierarchical clustering is a method of cluster analysis which seeks to build a hierarchy of clusters by either a bottom-up approach, known as agglomerative clustering, or a top-down approach, known as divisive clustering.",ANALYSIS_METHOD,cluster analysis,9.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,hierarchical clustering,""
BIRCH,BIRCH is a hierarchical clustering method that incrementally and dynamically clusters incoming multi-dimensional metric data points to try to produce the best quality clustering with the available resources (memory and time constraints).,ANALYSIS_METHOD,hierarchical clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,hierarchical clustering,BIRCH
agglomerative hierarchical clustering,Agglomerative hierarchical clustering is a statistical analysis method that starts with each data point as a separate cluster and then successively merges clusters based on a specified distance metric until only one cluster remains.,ANALYSIS_METHOD,hierarchical clustering,10.0,,entity,methodological entity,data analysis method,quantitative analysis,machine learning,machine learning method,unsupervised learning,cluster analysis,hierarchical clustering,agglomerative hierarchical clustering
